@relation 'trainingData-weka.filters.unsupervised.attribute.Remove-R1-11,13,15'

@attribute duration numeric
@attribute pdays numeric
@attribute poutcome {unknown,failure,other,success}
@attribute termDeposit {no,yes}

@data
98,-1,unknown,no
256,-1,unknown,no
577,-1,unknown,no
286,-1,unknown,no
477,-1,unknown,no
611,-1,unknown,no
381,-1,unknown,no
42,-1,unknown,no
251,-1,unknown,no
408,-1,unknown,no
287,-1,unknown,no
216,-1,unknown,no
366,-1,unknown,no
210,-1,unknown,no
168,-1,unknown,no
338,-1,unknown,no
410,-1,unknown,no
177,-1,unknown,no
357,-1,unknown,no
175,-1,unknown,no
300,-1,unknown,no
136,-1,unknown,no
125,-1,unknown,no
213,-1,unknown,no
27,-1,unknown,no
238,-1,unknown,no
18,-1,unknown,no
730,-1,unknown,no
746,-1,unknown,no
121,-1,unknown,no
40,-1,unknown,no
181,-1,unknown,no
79,-1,unknown,no
206,-1,unknown,no
127,-1,unknown,no
702,-1,unknown,no
151,-1,unknown,no
117,-1,unknown,no
408,-1,unknown,no
179,-1,unknown,no
39,-1,unknown,no
282,-1,unknown,no
50,-1,unknown,no
181,-1,unknown,no
142,-1,unknown,no
227,-1,unknown,no
361,-1,unknown,no
73,-1,unknown,no
67,-1,unknown,no
350,-1,unknown,no
611,-1,unknown,no
113,-1,unknown,no
132,-1,unknown,no
58,-1,unknown,no
89,-1,unknown,no
152,-1,unknown,no
611,-1,unknown,no
110,-1,unknown,no
562,-1,unknown,yes
962,-1,unknown,no
10,-1,unknown,no
118,-1,unknown,no
143,-1,unknown,no
189,-1,unknown,no
234,-1,unknown,no
75,-1,unknown,no
621,-1,unknown,no
55,-1,unknown,no
310,-1,unknown,no
156,-1,unknown,no
225,-1,unknown,no
125,-1,unknown,no
2,-1,unknown,no
286,-1,unknown,no
98,-1,unknown,no
742,-1,unknown,no
226,-1,unknown,no
120,-1,unknown,no
357,-1,unknown,no
200,-1,unknown,no
204,-1,unknown,no
126,-1,unknown,no
107,-1,unknown,no
267,-1,unknown,no
248,-1,unknown,no
215,-1,unknown,no
205,-1,unknown,no
83,-1,unknown,no
106,-1,unknown,no
189,-1,unknown,no
106,-1,unknown,no
108,-1,unknown,no
311,-1,unknown,no
214,-1,unknown,no
358,-1,unknown,no
453,-1,unknown,no
364,-1,unknown,no
136,-1,unknown,no
173,-1,unknown,no
241,-1,unknown,no
224,-1,unknown,no
148,-1,unknown,no
111,-1,unknown,no
231,-1,unknown,no
316,-1,unknown,no
216,-1,unknown,no
669,-1,unknown,no
425,-1,unknown,no
143,-1,unknown,no
174,-1,unknown,no
135,-1,unknown,no
146,-1,unknown,no
152,-1,unknown,no
402,-1,unknown,no
144,-1,unknown,no
124,-1,unknown,no
183,-1,unknown,no
325,-1,unknown,no
503,-1,unknown,no
95,-1,unknown,no
680,-1,unknown,no
421,-1,unknown,no
113,-1,unknown,no
808,-1,unknown,no
198,-1,unknown,no
195,-1,unknown,no
208,-1,unknown,no
404,-1,unknown,no
396,-1,unknown,no
216,-1,unknown,no
350,-1,unknown,no
114,-1,unknown,no
88,-1,unknown,no
379,-1,unknown,no
158,-1,unknown,no
102,-1,unknown,no
306,-1,unknown,no
218,-1,unknown,no
344,-1,unknown,no
195,-1,unknown,no
652,-1,unknown,no
286,-1,unknown,no
83,-1,unknown,no
184,-1,unknown,no
235,-1,unknown,no
290,-1,unknown,no
133,-1,unknown,no
318,-1,unknown,no
260,-1,unknown,no
437,-1,unknown,no
85,-1,unknown,no
125,-1,unknown,no
501,-1,unknown,no
1201,-1,unknown,yes
1030,-1,unknown,yes
149,-1,unknown,no
114,-1,unknown,no
243,-1,unknown,no
135,-1,unknown,no
231,-1,unknown,no
76,-1,unknown,no
199,-1,unknown,no
124,-1,unknown,no
424,-1,unknown,no
43,-1,unknown,no
154,-1,unknown,no
326,-1,unknown,no
393,-1,unknown,no
241,-1,unknown,no
483,-1,unknown,no
227,-1,unknown,no
673,-1,unknown,no
576,-1,unknown,no
180,-1,unknown,no
90,-1,unknown,no
505,-1,unknown,no
245,-1,unknown,no
186,-1,unknown,no
496,-1,unknown,no
118,-1,unknown,no
342,-1,unknown,no
225,-1,unknown,no
196,-1,unknown,no
276,-1,unknown,no
76,-1,unknown,no
87,-1,unknown,no
744,-1,unknown,no
765,-1,unknown,no
262,-1,unknown,no
119,-1,unknown,no
150,-1,unknown,no
241,-1,unknown,no
181,-1,unknown,no
196,-1,unknown,no
246,-1,unknown,no
112,-1,unknown,no
309,-1,unknown,no
278,-1,unknown,no
136,-1,unknown,no
1623,-1,unknown,yes
101,-1,unknown,no
144,-1,unknown,no
354,-1,unknown,no
79,-1,unknown,no
187,-1,unknown,no
451,-1,unknown,no
409,-1,unknown,no
170,-1,unknown,no
608,-1,unknown,yes
243,-1,unknown,no
112,-1,unknown,no
262,-1,unknown,no
124,-1,unknown,no
53,-1,unknown,no
204,-1,unknown,no
186,-1,unknown,no
678,-1,unknown,no
182,-1,unknown,no
27,-1,unknown,no
699,-1,unknown,no
43,-1,unknown,no
97,-1,unknown,no
283,-1,unknown,no
323,-1,unknown,no
82,-1,unknown,no
310,-1,unknown,no
47,-1,unknown,no
145,-1,unknown,no
204,-1,unknown,no
187,-1,unknown,no
472,-1,unknown,no
448,-1,unknown,no
264,-1,unknown,no
169,-1,unknown,no
176,-1,unknown,no
215,-1,unknown,no
337,-1,unknown,no
278,-1,unknown,no
174,-1,unknown,no
226,-1,unknown,no
190,-1,unknown,no
111,-1,unknown,no
157,-1,unknown,no
46,-1,unknown,no
374,-1,unknown,no
349,-1,unknown,no
233,-1,unknown,no
531,-1,unknown,no
153,-1,unknown,no
80,-1,unknown,no
118,-1,unknown,no
190,-1,unknown,no
918,-1,unknown,yes
238,-1,unknown,no
198,-1,unknown,no
160,-1,unknown,no
211,-1,unknown,no
120,-1,unknown,no
269,-1,unknown,no
157,-1,unknown,no
128,-1,unknown,no
211,-1,unknown,no
371,-1,unknown,no
288,-1,unknown,no
221,-1,unknown,no
427,-1,unknown,no
158,-1,unknown,no
604,-1,unknown,no
198,-1,unknown,no
145,-1,unknown,no
179,-1,unknown,no
73,-1,unknown,no
263,-1,unknown,no
13,-1,unknown,no
416,-1,unknown,no
162,-1,unknown,no
129,-1,unknown,no
150,-1,unknown,no
191,-1,unknown,no
26,-1,unknown,no
250,-1,unknown,no
146,-1,unknown,no
121,-1,unknown,no
114,-1,unknown,no
289,-1,unknown,no
225,-1,unknown,no
130,-1,unknown,no
161,-1,unknown,no
149,-1,unknown,no
268,-1,unknown,no
26,-1,unknown,no
153,-1,unknown,no
424,-1,unknown,no
179,-1,unknown,no
383,-1,unknown,no
440,-1,unknown,no
23,-1,unknown,no
195,-1,unknown,no
87,-1,unknown,no
427,-1,unknown,no
189,-1,unknown,no
195,-1,unknown,no
179,-1,unknown,no
69,-1,unknown,no
105,-1,unknown,no
266,-1,unknown,no
96,-1,unknown,no
155,-1,unknown,no
162,-1,unknown,no
352,-1,unknown,no
154,-1,unknown,no
310,-1,unknown,no
390,-1,unknown,no
369,-1,unknown,no
341,-1,unknown,no
79,-1,unknown,no
140,-1,unknown,no
315,-1,unknown,no
174,-1,unknown,no
138,-1,unknown,no
526,-1,unknown,no
135,-1,unknown,no
1906,-1,unknown,no
219,-1,unknown,no
147,-1,unknown,no
407,-1,unknown,no
209,-1,unknown,no
92,-1,unknown,no
208,-1,unknown,no
193,-1,unknown,no
65,-1,unknown,no
339,-1,unknown,no
285,-1,unknown,no
231,-1,unknown,no
278,-1,unknown,no
389,-1,unknown,no
158,-1,unknown,no
145,-1,unknown,no
142,-1,unknown,no
87,-1,unknown,no
147,-1,unknown,no
289,-1,unknown,no
170,-1,unknown,no
802,-1,unknown,no
381,-1,unknown,no
218,-1,unknown,no
304,-1,unknown,no
241,-1,unknown,no
230,-1,unknown,no
262,-1,unknown,no
201,-1,unknown,no
145,-1,unknown,no
252,-1,unknown,no
235,-1,unknown,no
328,-1,unknown,no
116,-1,unknown,no
246,-1,unknown,no
293,-1,unknown,no
132,-1,unknown,no
530,-1,unknown,no
175,-1,unknown,no
524,-1,unknown,no
311,-1,unknown,no
211,-1,unknown,no
312,-1,unknown,no
412,-1,unknown,no
191,-1,unknown,no
284,-1,unknown,no
144,-1,unknown,no
328,-1,unknown,no
226,-1,unknown,no
507,-1,unknown,no
392,-1,unknown,no
684,-1,unknown,no
311,-1,unknown,no
128,-1,unknown,no
322,-1,unknown,no
202,-1,unknown,no
739,-1,unknown,no
273,-1,unknown,no
260,-1,unknown,no
268,-1,unknown,no
262,-1,unknown,no
308,-1,unknown,no
467,-1,unknown,no
320,-1,unknown,no
245,-1,unknown,no
189,-1,unknown,no
477,-1,unknown,no
310,-1,unknown,no
196,-1,unknown,no
221,-1,unknown,no
197,-1,unknown,no
221,-1,unknown,no
75,-1,unknown,no
400,-1,unknown,no
378,-1,unknown,no
118,-1,unknown,no
346,-1,unknown,no
60,-1,unknown,no
276,-1,unknown,no
152,-1,unknown,no
390,-1,unknown,no
306,-1,unknown,no
189,-1,unknown,no
125,-1,unknown,no
79,-1,unknown,no
13,-1,unknown,no
283,-1,unknown,no
109,-1,unknown,no
144,-1,unknown,no
121,-1,unknown,no
95,-1,unknown,no
31,-1,unknown,no
87,-1,unknown,no
593,-1,unknown,no
99,-1,unknown,no
198,-1,unknown,no
190,-1,unknown,no
172,-1,unknown,no
213,-1,unknown,no
178,-1,unknown,no
631,-1,unknown,no
176,-1,unknown,no
32,-1,unknown,no
1529,-1,unknown,no
200,-1,unknown,no
135,-1,unknown,no
112,-1,unknown,no
314,-1,unknown,no
207,-1,unknown,no
410,-1,unknown,no
160,-1,unknown,no
42,-1,unknown,no
155,-1,unknown,no
336,-1,unknown,no
233,-1,unknown,no
211,-1,unknown,no
208,-1,unknown,no
305,-1,unknown,no
206,-1,unknown,no
128,-1,unknown,no
66,-1,unknown,no
66,-1,unknown,no
164,-1,unknown,no
343,-1,unknown,no
59,-1,unknown,no
249,-1,unknown,no
406,-1,unknown,no
250,-1,unknown,no
190,-1,unknown,no
220,-1,unknown,no
153,-1,unknown,no
95,-1,unknown,no
216,-1,unknown,no
89,-1,unknown,no
51,-1,unknown,no
169,-1,unknown,no
132,-1,unknown,no
117,-1,unknown,no
275,-1,unknown,no
124,-1,unknown,no
479,-1,unknown,no
285,-1,unknown,no
35,-1,unknown,no
322,-1,unknown,no
172,-1,unknown,no
201,-1,unknown,no
216,-1,unknown,no
195,-1,unknown,no
720,-1,unknown,no
188,-1,unknown,no
70,-1,unknown,no
141,-1,unknown,no
395,-1,unknown,no
629,-1,unknown,no
502,-1,unknown,no
446,-1,unknown,no
131,-1,unknown,no
312,-1,unknown,no
275,-1,unknown,no
120,-1,unknown,no
113,-1,unknown,no
91,-1,unknown,no
128,-1,unknown,no
200,-1,unknown,no
292,-1,unknown,no
68,-1,unknown,no
215,-1,unknown,no
97,-1,unknown,no
162,-1,unknown,no
152,-1,unknown,no
268,-1,unknown,no
104,-1,unknown,no
923,-1,unknown,no
159,-1,unknown,no
953,-1,unknown,no
416,-1,unknown,no
180,-1,unknown,no
139,-1,unknown,no
294,-1,unknown,no
102,-1,unknown,no
128,-1,unknown,no
130,-1,unknown,no
143,-1,unknown,no
74,-1,unknown,no
477,-1,unknown,no
158,-1,unknown,no
250,-1,unknown,no
168,-1,unknown,no
171,-1,unknown,no
113,-1,unknown,no
254,-1,unknown,no
149,-1,unknown,no
293,-1,unknown,no
485,-1,unknown,no
374,-1,unknown,no
425,-1,unknown,no
83,-1,unknown,no
228,-1,unknown,no
149,-1,unknown,no
139,-1,unknown,no
142,-1,unknown,no
359,-1,unknown,no
112,-1,unknown,no
1521,-1,unknown,no
161,-1,unknown,no
122,-1,unknown,no
800,-1,unknown,no
615,-1,unknown,no
111,-1,unknown,no
354,-1,unknown,no
359,-1,unknown,no
97,-1,unknown,no
236,-1,unknown,no
160,-1,unknown,no
180,-1,unknown,no
184,-1,unknown,no
109,-1,unknown,no
492,-1,unknown,no
298,-1,unknown,no
83,-1,unknown,no
204,-1,unknown,no
131,-1,unknown,no
1138,-1,unknown,yes
123,-1,unknown,no
295,-1,unknown,no
287,-1,unknown,no
109,-1,unknown,no
140,-1,unknown,no
233,-1,unknown,no
254,-1,unknown,no
184,-1,unknown,no
193,-1,unknown,no
230,-1,unknown,no
591,-1,unknown,yes
294,-1,unknown,no
173,-1,unknown,no
19,-1,unknown,no
153,-1,unknown,no
786,-1,unknown,yes
99,-1,unknown,no
260,-1,unknown,no
164,-1,unknown,no
255,-1,unknown,no
47,-1,unknown,no
192,-1,unknown,no
388,-1,unknown,no
221,-1,unknown,no
126,-1,unknown,no
256,-1,unknown,no
202,-1,unknown,no
104,-1,unknown,no
283,-1,unknown,no
127,-1,unknown,no
378,-1,unknown,no
67,-1,unknown,no
221,-1,unknown,no
144,-1,unknown,no
296,-1,unknown,no
401,-1,unknown,no
435,-1,unknown,no
245,-1,unknown,no
143,-1,unknown,no
223,-1,unknown,no
423,-1,unknown,no
634,-1,unknown,no
107,-1,unknown,no
227,-1,unknown,no
69,-1,unknown,no
109,-1,unknown,no
127,-1,unknown,no
120,-1,unknown,no
68,-1,unknown,no
112,-1,unknown,no
444,-1,unknown,no
246,-1,unknown,no
259,-1,unknown,no
566,-1,unknown,no
274,-1,unknown,no
49,-1,unknown,no
380,-1,unknown,no
376,-1,unknown,no
421,-1,unknown,no
121,-1,unknown,no
36,-1,unknown,no
19,-1,unknown,no
866,-1,unknown,no
229,-1,unknown,no
154,-1,unknown,no
1581,-1,unknown,no
117,-1,unknown,no
185,-1,unknown,no
202,-1,unknown,no
180,-1,unknown,no
218,-1,unknown,no
129,-1,unknown,no
530,-1,unknown,no
60,-1,unknown,no
432,-1,unknown,no
113,-1,unknown,no
516,-1,unknown,no
125,-1,unknown,no
386,-1,unknown,no
262,-1,unknown,no
396,-1,unknown,no
171,-1,unknown,no
614,-1,unknown,no
118,-1,unknown,no
485,-1,unknown,no
287,-1,unknown,no
216,-1,unknown,no
650,-1,unknown,no
55,-1,unknown,no
166,-1,unknown,no
48,-1,unknown,no
72,-1,unknown,no
55,-1,unknown,no
474,-1,unknown,no
559,-1,unknown,no
261,-1,unknown,no
1101,-1,unknown,no
164,-1,unknown,no
93,-1,unknown,no
912,-1,unknown,no
179,-1,unknown,no
206,-1,unknown,no
311,-1,unknown,no
690,-1,unknown,no
362,-1,unknown,no
163,-1,unknown,no
345,-1,unknown,no
329,-1,unknown,no
68,-1,unknown,no
1062,-1,unknown,no
71,-1,unknown,no
106,-1,unknown,no
688,-1,unknown,no
349,-1,unknown,no
78,-1,unknown,no
194,-1,unknown,no
224,-1,unknown,no
607,-1,unknown,no
398,-1,unknown,no
103,-1,unknown,no
241,-1,unknown,no
96,-1,unknown,no
238,-1,unknown,no
153,-1,unknown,no
481,-1,unknown,no
119,-1,unknown,no
245,-1,unknown,no
152,-1,unknown,no
418,-1,unknown,no
198,-1,unknown,no
374,-1,unknown,no
51,-1,unknown,no
263,-1,unknown,no
154,-1,unknown,no
278,-1,unknown,no
306,-1,unknown,no
114,-1,unknown,no
208,-1,unknown,no
169,-1,unknown,no
332,-1,unknown,no
263,-1,unknown,no
108,-1,unknown,no
441,-1,unknown,no
46,-1,unknown,no
266,-1,unknown,no
105,-1,unknown,no
165,-1,unknown,no
381,-1,unknown,no
228,-1,unknown,no
764,-1,unknown,no
113,-1,unknown,no
396,-1,unknown,no
133,-1,unknown,no
234,-1,unknown,no
297,-1,unknown,no
50,-1,unknown,no
214,-1,unknown,no
99,-1,unknown,no
274,-1,unknown,no
191,-1,unknown,no
305,-1,unknown,no
112,-1,unknown,no
283,-1,unknown,no
353,-1,unknown,no
212,-1,unknown,no
283,-1,unknown,no
1273,-1,unknown,no
1574,-1,unknown,yes
139,-1,unknown,no
62,-1,unknown,no
256,-1,unknown,no
564,-1,unknown,no
245,-1,unknown,no
79,-1,unknown,no
152,-1,unknown,no
591,-1,unknown,no
113,-1,unknown,no
299,-1,unknown,no
348,-1,unknown,no
103,-1,unknown,no
253,-1,unknown,no
244,-1,unknown,no
157,-1,unknown,no
548,-1,unknown,no
114,-1,unknown,no
161,-1,unknown,no
333,-1,unknown,no
155,-1,unknown,no
152,-1,unknown,no
66,-1,unknown,no
123,-1,unknown,no
74,-1,unknown,no
248,-1,unknown,no
71,-1,unknown,no
984,-1,unknown,no
252,-1,unknown,no
84,-1,unknown,no
130,-1,unknown,no
489,-1,unknown,no
41,-1,unknown,no
159,-1,unknown,no
276,-1,unknown,no
697,-1,unknown,no
81,-1,unknown,no
149,-1,unknown,no
122,-1,unknown,no
361,-1,unknown,no
319,-1,unknown,no
944,-1,unknown,no
1102,-1,unknown,yes
35,-1,unknown,no
143,-1,unknown,no
22,-1,unknown,no
17,-1,unknown,no
404,-1,unknown,no
238,-1,unknown,no
71,-1,unknown,no
408,-1,unknown,no
128,-1,unknown,no
297,-1,unknown,no
280,-1,unknown,no
365,-1,unknown,no
177,-1,unknown,no
238,-1,unknown,no
425,-1,unknown,no
223,-1,unknown,no
201,-1,unknown,no
239,-1,unknown,no
308,-1,unknown,no
162,-1,unknown,no
134,-1,unknown,no
175,-1,unknown,no
125,-1,unknown,no
67,-1,unknown,no
156,-1,unknown,no
943,-1,unknown,yes
813,-1,unknown,yes
142,-1,unknown,no
194,-1,unknown,no
132,-1,unknown,no
109,-1,unknown,no
31,-1,unknown,no
84,-1,unknown,no
489,-1,unknown,no
180,-1,unknown,no
207,-1,unknown,no
146,-1,unknown,no
193,-1,unknown,no
177,-1,unknown,no
622,-1,unknown,no
170,-1,unknown,no
267,-1,unknown,no
1084,-1,unknown,yes
183,-1,unknown,no
238,-1,unknown,no
61,-1,unknown,no
923,-1,unknown,no
541,-1,unknown,yes
41,-1,unknown,no
221,-1,unknown,no
35,-1,unknown,no
151,-1,unknown,no
135,-1,unknown,no
604,-1,unknown,no
65,-1,unknown,no
693,-1,unknown,no
11,-1,unknown,no
405,-1,unknown,no
20,-1,unknown,no
235,-1,unknown,no
75,-1,unknown,no
134,-1,unknown,no
101,-1,unknown,no
80,-1,unknown,no
462,-1,unknown,no
161,-1,unknown,no
200,-1,unknown,no
238,-1,unknown,no
418,-1,unknown,no
139,-1,unknown,no
96,-1,unknown,no
471,-1,unknown,no
231,-1,unknown,no
66,-1,unknown,no
204,-1,unknown,no
200,-1,unknown,no
187,-1,unknown,no
166,-1,unknown,no
144,-1,unknown,no
323,-1,unknown,no
194,-1,unknown,no
82,-1,unknown,no
269,-1,unknown,no
101,-1,unknown,no
294,-1,unknown,no
1119,-1,unknown,yes
249,-1,unknown,no
152,-1,unknown,no
12,-1,unknown,no
187,-1,unknown,no
214,-1,unknown,no
193,-1,unknown,no
95,-1,unknown,no
60,-1,unknown,no
381,-1,unknown,no
75,-1,unknown,no
128,-1,unknown,no
216,-1,unknown,no
155,-1,unknown,no
494,-1,unknown,no
107,-1,unknown,no
147,-1,unknown,no
190,-1,unknown,no
198,-1,unknown,no
141,-1,unknown,no
255,-1,unknown,no
1120,-1,unknown,yes
249,-1,unknown,no
215,-1,unknown,no
143,-1,unknown,no
162,-1,unknown,no
33,-1,unknown,no
204,-1,unknown,no
124,-1,unknown,no
784,-1,unknown,no
87,-1,unknown,no
108,-1,unknown,no
207,-1,unknown,no
278,-1,unknown,no
196,-1,unknown,no
149,-1,unknown,no
287,-1,unknown,no
229,-1,unknown,no
357,-1,unknown,no
147,-1,unknown,no
93,-1,unknown,no
665,-1,unknown,no
160,-1,unknown,no
74,-1,unknown,no
60,-1,unknown,no
82,-1,unknown,no
111,-1,unknown,no
284,-1,unknown,no
140,-1,unknown,no
110,-1,unknown,no
149,-1,unknown,no
256,-1,unknown,no
156,-1,unknown,no
63,-1,unknown,no
32,-1,unknown,no
712,-1,unknown,no
102,-1,unknown,no
338,-1,unknown,no
446,-1,unknown,no
249,-1,unknown,no
176,-1,unknown,no
1007,-1,unknown,no
172,-1,unknown,no
323,-1,unknown,no
175,-1,unknown,no
459,-1,unknown,no
237,-1,unknown,no
50,-1,unknown,no
500,-1,unknown,no
186,-1,unknown,no
98,-1,unknown,no
364,-1,unknown,no
477,-1,unknown,no
319,-1,unknown,no
513,-1,unknown,yes
170,-1,unknown,no
139,-1,unknown,no
70,-1,unknown,no
280,-1,unknown,no
667,-1,unknown,no
63,-1,unknown,no
159,-1,unknown,no
108,-1,unknown,no
194,-1,unknown,no
366,-1,unknown,no
213,-1,unknown,no
982,-1,unknown,no
168,-1,unknown,no
468,-1,unknown,no
180,-1,unknown,no
352,-1,unknown,no
91,-1,unknown,no
288,-1,unknown,no
72,-1,unknown,no
289,-1,unknown,no
384,-1,unknown,no
130,-1,unknown,no
226,-1,unknown,no
442,-1,unknown,yes
101,-1,unknown,no
756,-1,unknown,yes
189,-1,unknown,no
205,-1,unknown,no
238,-1,unknown,no
136,-1,unknown,no
14,-1,unknown,no
161,-1,unknown,no
269,-1,unknown,no
491,-1,unknown,no
44,-1,unknown,no
22,-1,unknown,no
161,-1,unknown,no
406,-1,unknown,no
422,-1,unknown,no
219,-1,unknown,no
807,-1,unknown,no
347,-1,unknown,no
534,-1,unknown,no
155,-1,unknown,no
152,-1,unknown,no
461,-1,unknown,no
389,-1,unknown,no
28,-1,unknown,no
229,-1,unknown,no
30,-1,unknown,no
103,-1,unknown,no
252,-1,unknown,no
369,-1,unknown,no
116,-1,unknown,no
20,-1,unknown,no
190,-1,unknown,no
149,-1,unknown,no
210,-1,unknown,no
234,-1,unknown,no
21,-1,unknown,no
2087,-1,unknown,yes
102,-1,unknown,no
245,-1,unknown,no
223,-1,unknown,no
650,-1,unknown,no
42,-1,unknown,no
206,-1,unknown,no
173,-1,unknown,no
477,-1,unknown,no
77,-1,unknown,no
219,-1,unknown,no
453,-1,unknown,no
151,-1,unknown,no
200,-1,unknown,no
298,-1,unknown,no
133,-1,unknown,no
287,-1,unknown,no
242,-1,unknown,no
184,-1,unknown,no
403,-1,unknown,no
626,-1,unknown,no
12,-1,unknown,no
266,-1,unknown,no
154,-1,unknown,no
10,-1,unknown,no
66,-1,unknown,no
240,-1,unknown,no
202,-1,unknown,no
144,-1,unknown,no
263,-1,unknown,no
543,-1,unknown,no
237,-1,unknown,no
23,-1,unknown,no
209,-1,unknown,no
34,-1,unknown,no
442,-1,unknown,no
45,-1,unknown,no
1120,-1,unknown,yes
186,-1,unknown,no
617,-1,unknown,no
226,-1,unknown,no
275,-1,unknown,no
81,-1,unknown,no
285,-1,unknown,no
261,-1,unknown,no
297,-1,unknown,no
78,-1,unknown,no
15,-1,unknown,no
352,-1,unknown,no
345,-1,unknown,no
230,-1,unknown,no
296,-1,unknown,no
181,-1,unknown,no
133,-1,unknown,no
335,-1,unknown,no
7,-1,unknown,no
163,-1,unknown,no
956,-1,unknown,no
166,-1,unknown,no
191,-1,unknown,no
459,-1,unknown,no
292,-1,unknown,no
100,-1,unknown,no
255,-1,unknown,no
233,-1,unknown,no
128,-1,unknown,no
246,-1,unknown,no
210,-1,unknown,no
43,-1,unknown,no
21,-1,unknown,no
91,-1,unknown,no
219,-1,unknown,no
110,-1,unknown,no
169,-1,unknown,no
248,-1,unknown,no
92,-1,unknown,no
93,-1,unknown,no
205,-1,unknown,no
160,-1,unknown,no
112,-1,unknown,no
383,-1,unknown,no
207,-1,unknown,no
193,-1,unknown,no
985,-1,unknown,yes
249,-1,unknown,no
122,-1,unknown,no
300,-1,unknown,no
390,-1,unknown,no
116,-1,unknown,no
481,-1,unknown,no
21,-1,unknown,no
6,-1,unknown,no
8,-1,unknown,no
369,-1,unknown,no
393,-1,unknown,no
330,-1,unknown,no
380,-1,unknown,no
91,-1,unknown,no
84,-1,unknown,no
399,-1,unknown,no
89,-1,unknown,no
297,-1,unknown,no
176,-1,unknown,no
111,-1,unknown,no
170,-1,unknown,no
238,-1,unknown,no
137,-1,unknown,no
49,-1,unknown,no
89,-1,unknown,no
341,-1,unknown,no
461,-1,unknown,no
123,-1,unknown,no
179,-1,unknown,no
102,-1,unknown,no
272,-1,unknown,no
40,-1,unknown,no
